external_id,ticket_id,customer_message,true_category,predicted_category,category_confidence,true_priority,predicted_priority,priority_confidence,category_correct,priority_correct,error_type,likely_reason
hf-tobi-022553,hf-tobi-022553,"Detected Unreliable Investment Forecasts

Unreliable forecasts caused by obsolete models",technical_support,customer_service,0.1901,high,high,0.5674,False,True,low_confidence,low_confidence
hf-tobi-002179,hf-tobi-002179,"Inquiry Regarding Digital Strategy Solutions

Customer Support is reaching out to inquire about digital strategy services. Could you please provide details on the services offered that can help enhance brand growth and expand product offerings? I am interested in understanding your approach and how it benefits businesses. Kindly share relevant information and case studies that showcase your expertise in this field. I look forward to hearing from you to explore potential collaboration opportunities.",sales_and_pre_sales,sales_and_pre_sales,0.3148,low,medium,0.4427,True,False,low_confidence,low_confidence
hf-tobi-011985,hf-tobi-011985,"Inquiry About Data Analytics Solutions for Investment Strategies

Hello Customer Support, I am reaching out to inquire about data analytics solutions that could optimize investment strategies. Could you provide information on the types of tools and services you offer? I am particularly interested in learning how these solutions can help make informed investment decisions. Additionally, I would appreciate information on the implementation process, support, and training offered to clients. Thank you for your time and assistance. I look forward to hearing from you soon. Please let us know if there is any additional information you need.",product_support,sales_and_pre_sales,0.308,low,medium,0.4019,False,False,low_confidence,low_confidence
hf-tobi-000730,hf-tobi-000730,"Issues with Screen Recorder Operation

The Screen Recorder has been failing intermittently, which might be related to server overload. After restarting the application, the problem still persists. I would appreciate it if you could look into this matter and provide a solution as soon as possible. Please inform me if there is any additional information needed to resolve the issue.",product_support,product_support,0.2545,low,high,0.433,True,False,low_confidence,low_confidence
hf-tobi-011885,hf-tobi-011885,"A data breach has been identified affecting medical records. Despite the firmware update, antivirus scans, and password changes, the issues continue. The breach might be due to weak router security settings.",product_support,technical_support,0.2751,medium,medium,0.4083,False,True,low_confidence,low_confidence
hf-tobi-007297,hf-tobi-007297,"The system update has resulted in multiple software applications failing to securely handle medical data. Despite attempts to reinstall and apply security updates, these efforts were unsuccessful.",sales_and_pre_sales,sales_and_pre_sales,0.1878,low,high,0.5388,True,False,low_confidence,low_confidence
hf-tobi-011542,hf-tobi-011542,"Enhancing Investment Analytics with Google Cloud and PyTorch

Would appreciate detailed guidelines on enhancing investment analytics using Google Cloud Platform and PyTorch for better performance. To provide effective guidelines, we would need information on your current setup and specific requirements. Could you please share details about your existing infrastructure and the type of investment analytics you are looking to optimize? This will help us offer tailored guidance and leverage Google Cloud and PyTorch to improve performance. We prefer to discuss this over a phone call for your convenience.",technical_support,it_support,0.3782,medium,high,0.4615,False,False,low_confidence,low_confidence
hf-tobi-004283,hf-tobi-004283,"Request for Assistance with Python 3.9 Integration

Customer support team, I am reaching out to request guidance on integrating Python 3.9 with our data analytics platform. Could you please provide comprehensive documentation or detailed instructions to facilitate a successful integration? I would also appreciate any additional resources or support options to ensure a smooth process. Thank you for your time and assistance. I look forward to your response soon.",customer_service,customer_service,0.2865,low,medium,0.4137,True,False,low_confidence,low_confidence
hf-tobi-008135,hf-tobi-008135,"Concerns About Data Analytics Tools

A financial firm encountered problems with its data analytics tools during the investment optimization process. These issues might have arisen from recent software updates or compatibility issues with various products. Efforts to address the problem included restarting applications and reinstalling software.",product_support,product_support,0.2928,low,medium,0.3809,True,False,low_confidence,low_confidence
hf-tobi-005167,hf-tobi-005167,"Customer Support, I am reaching out to inquire about integrating a scalable SaaS project management platform with WordPress and BigCommerce. Could you provide comprehensive documentation on the process? I want to understand the steps involved and any potential challenges that might occur. Specifically, I am interested in learning about the necessary APIs, plugins for integration, and the customization options accessible. I believe that integrating the platform with popular e-commerce platforms would significantly improve our project management capabilities. Thank you.",product_support,customer_service,0.3297,medium,medium,0.7332,False,True,low_confidence,low_confidence
hf-tobi-006387,hf-tobi-006387,"Reported Slow Performance Issue

Users are facing slow performance when accessing project dashboards due to the increased load from ongoing projects. We have attempted server scaling and database indexing, which showed some improvement. Assistance is needed to fully resolve the issue.",technical_support,product_support,0.3245,high,low,0.4543,False,False,low_confidence,low_confidence
hf-tobi-008411,hf-tobi-008411,"Assistance Required for KNIME Integration

Exploring the integration of KNIME with Avast Free Antivirus for secure data analytics. Seeking comprehensive details on integration, compatibility, and specific configuration requirements. Would greatly appreciate any documentation or resources that could assist in the integration process. Additionally, could you share any known limitations or potential security risks associated with this integration? Looking forward to your response with the necessary information.",technical_support,customer_service,0.1968,high,medium,0.3836,False,False,low_confidence,low_confidence
hf-tobi-001277,hf-tobi-001277,"Ensuring the Security of Hospital Systems

Requesting assistance",product_support,sales_and_pre_sales,0.1813,medium,low,0.4334,False,False,low_confidence,low_confidence
hf-tobi-019158,hf-tobi-019158,"Issue With Medical Data Backups

Hello Customer Support, I am experiencing problems with the medical data backups. They failed without any warning, and we believe it might be related to the storage capacity. We have already attempted to restart the NAS system and verify the access permissions, but the issue still remains. Kindly investigate this and offer a resolution as soon as practical. Please inform us if you require more details from us. Thanks for your help.",billing_and_payments,technical_support,0.2718,medium,high,0.397,False,False,low_confidence,low_confidence
hf-tobi-010187,hf-tobi-010187,"Assistance with Digital Strategies for Brand Growth

Seeking support for developing digital strategies to enhance brand growth. Would appreciate detailed information on methods that can be used to increase brand awareness and reach a wider audience. Looking forward to your assistance and eagerly awaiting further details. Thank you for your help.",customer_service,customer_service,0.2115,medium,high,0.375,True,False,low_confidence,low_confidence
hf-tobi-002407,hf-tobi-002407,"Failure of Marketing Campaign

The digital campaigns managed by the marketing agency exhibited low engagement rates, potentially due to a mismatch with the intended target audience. Several ad creatives were tested with only slight enhancements observed.",sales_and_pre_sales,returns_and_exchanges,0.2793,low,low,0.4827,False,True,low_confidence,low_confidence
hf-tobi-008726,hf-tobi-008726,"Request for ClickUp and Google Keep Integration

Seeking to enhance project management and note-taking efficiency by integrating Google Keep with ClickUp. This integration would enable users to access and manage their Google Keep notes directly within ClickUp, thereby streamlining workflows and improving productivity. We believe this feature would greatly benefit users and enhance the overall ClickUp experience.",general_inquiry,general_inquiry,0.4062,low,high,0.4371,True,False,low_confidence,low_confidence
hf-tobi-016869,hf-tobi-016869,"Problem with Medical Scanner Operation

The medical scanner started malfunctioning unexpectedly. It might be because of an old scanner driver. Attempted to resolve by restarting the scanner and updating the drivers.",customer_service,it_support,0.2908,low,low,0.6736,False,True,low_confidence,low_confidence
hf-tobi-009739,hf-tobi-009739,"Problem with Most Recent Software Update

Hello Customer Support, the investment optimization analytics tool has been experiencing unexpected outages following the latest software update. It may be due to compatibility issues. After restarting the application and clearing the cache, the issues still persist. These outages are causing significant disruptions to our operations and we urgently need assistance to resolve the matter. Could you please look into this and provide a solution as soon as possible? We appreciate your prompt attention to this issue and look forward to hearing from you soon.",technical_support,service_outages_and_maintenance,0.2747,high,high,0.4772,False,True,low_confidence,low_confidence
hf-tobi-001805,hf-tobi-001805,"Connectivity Problems with Digital Tools Due to Network Modifications

Dear Customer Support, I am preparing a report for the marketing agency regarding connectivity issues with our digital tools. These problems began following recent network modifications. We have attempted to resolve the issue by restarting devices and verifying firewall settings, but the problems persist. Despite our efforts, the tools remain unstable, impacting our work. We would greatly appreciate your assistance in resolving this matter as soon as possible. Please let us know if additional information is required.",it_support,it_support,0.3751,medium,high,0.4321,True,False,low_confidence,low_confidence
hf-tobi-022535,hf-tobi-022535,"QNAP Data Security

Dear Customer Support, I am contacting you to seek advice on securing medical data stored on QNAP NAS and accessed via mobile devices. Given the sensitivity of medical data, it is crucial to implement the most robust security measures to ensure its confidentiality, integrity, and availability. Could you provide details on the encryption methodologies, such as AES or SSL, and how they are applied on QNAP systems? Furthermore, I would appreciate information on additional security features, like access controls, authentication mechanisms, and auditing processes, that can enhance data protection. I look forward to your detailed response. Thank you for your support. Sincerely, [Your Name]",technical_support,billing_and_payments,0.1798,high,low,0.4088,False,False,low_confidence,low_confidence
hf-tobi-016839,hf-tobi-016839,"Security Concern: Unauthorized Access to Medical Data

We have detected unauthorized access attempts to medical data. This is a serious security issue and we take it very seriously. Could you please provide us with the date and time these attempts occurred along with any relevant details? We will immediately launch an investigation into this matter and take the necessary steps to prevent any future attempts. For your convenience, I am available to discuss this matter over the phone at <tel_num>. Alternatively, please let me know a suitable time to call you regarding this issue related to account <acc_num>.",technical_support,technical_support,0.1867,high,low,0.371,True,False,low_confidence,low_confidence
hf-tobi-020218,hf-tobi-020218,"Greeting Customer Support, <br>Currently, we are facing an unforeseen system outage impacting users' access. This could be due to database connectivity issues or server overload. <br>Previously, we have attempted restarting the servers, reviewing logs, and confirming network connections, yet the problem remains unresolved. <br>Your assistance in quickly resolving this issue would be greatly appreciated. <br>Could you please share any additional details that might help us in troubleshooting, such as specific error messages and server/database details? We will contact you at <tel_num> to proceed with further steps. <br>We look forward to your prompt reply. <br>Thanks for your support.",it_support,service_outages_and_maintenance,0.4011,high,high,0.5449,False,True,low_confidence,low_confidence
hf-tobi-026941,hf-tobi-026941,"Guidelines for Protecting Medical Data Systems

Our hospital requires advice on measures to secure medical data. Could you please suggest the recommended protocols for our IT systems? Kindly share the best practices.",technical_support,general_inquiry,0.2027,medium,high,0.5248,False,False,low_confidence,low_confidence
hf-tobi-006364,hf-tobi-006364,"Healthcare Provider's Data Breach Due to Outdated Software and Inadequate Security Measures

A healthcare provider has faced a data breach owing to outdated software and insufficient security measures. Despite updating the software and conducting a security audit, vulnerabilities persist. We need your assistance in identifying and addressing these weaknesses to ensure that security systems effectively protect sensitive patient information.",technical_support,returns_and_exchanges,0.2474,medium,medium,0.3715,False,True,low_confidence,low_confidence
hf-tobi-004773,hf-tobi-004773,"Support Request: Intermittent Outages on SaaS Project Management Platform

Dear Customer Support,\n\nWe are experiencing sporadic outages with our SaaS project management platform, which we believe are caused by server overloads. Our team has attempted to resolve the issue by restarting servers and optimizing resource allocation. Despite these efforts, the problem continues, and we are worried it may hinder users from accessing the platform to complete their work. Could you please help us troubleshoot this issue and identify a permanent solution?\n\nThank you.",human_resources,technical_support,0.3069,medium,medium,0.4649,False,True,low_confidence,low_confidence
hf-tobi-001731,hf-tobi-001731,"Information on Data Analytics Tools

Customer support, seeking details on the data analytics tools utilized by your company. Could you provide information on how these tools are used to optimize investment strategies? I would greatly appreciate knowing the types of data analyzed to inform decision-making. Additionally, I am interested in learning about the benefits of using these tools in contributing to the company's success. I look forward to hearing from you.",it_support,customer_service,0.2322,medium,medium,0.4467,False,True,low_confidence,low_confidence
hf-tobi-015873,hf-tobi-015873,"Delayed Loading Concern

A user has reported experiencing slow loading times on the project dashboard. This might be due to increased server traffic following recent updates. The user has already cleared their cache and restarted the application, but the issue still persists. Please investigate and resolve the issue as soon as possible.",product_support,it_support,0.2471,medium,medium,0.5901,False,True,low_confidence,low_confidence
hf-tobi-012320,hf-tobi-012320,"Support Unauthorized Access Attempt

An unauthorized access attempt on medical data has been detected, which may be due to misconfigured firewall settings. Initial troubleshooting included reviewing system logs and firewall configurations, but the issue still persists and requires assistance. Please provide guidance on how to proceed with the investigation and resolution.",customer_service,technical_support,0.2599,medium,high,0.5186,False,False,low_confidence,low_confidence
hf-tobi-003365,hf-tobi-003365,"Network Assistance Needed

The connection to the Ubiquiti UniFi Dream Machine antenna has been lost, affecting digital campaign operations. There may be conflicts with network firmware. I have restarted the devices and updated the firmware, but the problem remains. I require help to resolve this issue.",product_support,technical_support,0.3302,medium,high,0.5218,False,False,low_confidence,low_confidence
hf-tobi-013194,hf-tobi-013194,"Unanticipated Decline in Website Traffic

There was an unanticipated decrease in website traffic last week, possibly due to recent algorithm updates. Steps have already been taken to optimize SEO and initiate a new ad campaign to address the issue.",product_support,technical_support,0.4867,high,high,0.5536,False,True,ambiguous_text,ambiguous_text
hf-tobi-004459,hf-tobi-004459,"Security Protocols for PyTorch Implementation

Customer Support, we are seeking to integrate PyTorch into our hospital's systems and require comprehensive security guidelines to ensure a safe and secure integration. We are especially concerned about data protection and potential vulnerabilities. Our team is keen to leverage the benefits of PyTorch, but we must prioritize security and the integrity of our systems. We would greatly appreciate any guidance or recommendations you could provide. Specifically, we are interested in learning about best practices for securing PyTorch models, data encryption methods, and access controls.",technical_support,human_resources,0.2801,high,high,0.3716,False,True,low_confidence,low_confidence
hf-tobi-017252,hf-tobi-017252,"Assistance with Digital Marketing

Would it be possible to provide comprehensive details on digital marketing strategies that could boost brand growth?",sales_and_pre_sales,customer_service,0.2124,medium,high,0.4576,False,False,low_confidence,low_confidence
hf-tobi-007189,hf-tobi-007189,"Service Issue Inquiry

Encountered an unforeseen service disruption impacting several applications. Rebooting and reviewing error logs are being done to address the concern.",service_outages_and_maintenance,service_outages_and_maintenance,0.7412,medium,high,0.5548,True,False,ambiguous_text,ambiguous_text
hf-tobi-019521,hf-tobi-019521,"H2O.ai Investment Optimization Analytics Tools

Which analytics tools are compatible with H2O.ai",billing_and_payments,product_support,0.1776,medium,medium,0.4291,False,True,low_confidence,low_confidence
hf-tobi-017808,hf-tobi-017808,"Performance Challenges in SaaS Application

Users are encountering performance problems with the project management SaaS application as a result of increased server load.",technical_support,product_support,0.3033,high,high,0.4267,False,True,low_confidence,low_confidence
hf-tobi-024195,hf-tobi-024195,"System Downtime Impacting Data Analysis Software

A system outage has impacted several tools. Attempted to restart the devices, but the issues continue. The cause is unclear, possibly due to network failure or hardware malfunction. Assistance is required to resolve the issue.",it_support,technical_support,0.3362,medium,high,0.7894,False,False,low_confidence,low_confidence
hf-tobi-001975,hf-tobi-001975,"Information Request

I am reaching out to inquire about digital marketing strategies used to promote the Smart-Babyphone on Spotify. Could you provide details on the methods employed to reach the target audience and raise awareness of the product? I am particularly interested in understanding the role of social media, influencer collaborations, content marketing, and promotional activities. Additionally, I would appreciate insights on how success is measured in digital marketing campaigns and which metrics are used to assess effectiveness. I look forward to your response.",customer_service,customer_service,0.2848,low,medium,0.4955,True,False,low_confidence,low_confidence
hf-tobi-011179,hf-tobi-011179,"Investing in Data Analytics Tools

Could data analytics tools offer insights to optimize investment strategies effectively? We appreciate your interest and thank you for reaching out!",product_support,customer_service,0.1414,high,medium,0.5277,False,False,low_confidence,low_confidence
hf-tobi-012516,hf-tobi-012516,"Unapproved Access to Hospital Data

The hospital's system has been subjected to unauthorized access attempts involving medical data. This might have happened due to outdated security protocols. We have already implemented updated antivirus software and provided staff with security training. We remain vigilant about potential vulnerabilities and seek your assistance in reviewing our current security measures and offering recommendations for improvement. We look forward to your prompt attention to this matter and anticipate a timely response.",customer_service,product_support,0.2458,low,medium,0.4257,False,False,low_confidence,low_confidence
hf-tobi-023823,hf-tobi-023823,"Enhancing Brand Growth through Digital Strategies

Digital strategies are crucial for the growth of marketing agencies.",technical_support,customer_service,0.1772,high,high,0.397,False,True,low_confidence,low_confidence
hf-tobi-013565,hf-tobi-013565,"Products Multiple Not Functioning Properly

Several items, such as the Cooler Master MasterBox Q300L and Lenovo ThinkPad X1 Carbon, have stopped working. Steps already taken to diagnose include powering off and checking connections, but the problems continue. Looking for advice on how to proceed to fix the issue.",returns_and_exchanges,it_support,0.247,low,high,0.4901,False,False,low_confidence,low_confidence
hf-tobi-014850,hf-tobi-014850,"Support Request for Clarifying Billing Discrepancies

I am encountering unexpected billing discrepancies following recent software updates for multiple products. After reviewing my invoices and resetting my payment methods, the issue still persists. I require assistance to resolve this matter and ensure accurate billing going forward.",billing_and_payments,billing_and_payments,0.9015,high,medium,0.5204,True,False,possible_label_noise,possible_label_noise
hf-tobi-000150,hf-tobi-000150,"Question

Dear Customer Support Team,\n\nI am reaching out to request comprehensive details about data integration processes for analytics platforms compatible with large-scale data repositories. Specifically, I am keen to understand how systems incorporate Python-based machine learning environments. This information is vital for developing customized investment strategies aligned with our requirements. Could you please share insights on the types of data sources compatible with big data lakes, the procedures for adding new data streams, and available APIs?",technical_support,customer_service,0.1975,high,medium,0.4421,False,False,low_confidence,low_confidence
hf-tobi-005567,hf-tobi-005567,"Improve Digital Marketing Expansion Plans

Customer Support, seeking assistance with developing and executing advanced digital marketing strategies to accelerate brand development across various product platforms and services. The aim is to enhance online interaction, increase sales, and boost overall brand recognition. We would appreciate guidance on effective methods to accomplish these goals. Kindly share suggestions on how to optimally utilize social media, email campaigns, and digital channels to reach our target audience. Thank you.",service_outages_and_maintenance,product_support,0.2133,high,high,0.4243,False,True,low_confidence,low_confidence
hf-tobi-027150,hf-tobi-027150,"Problem with RapidMiner Data Analytics Software

Greetings, customer support team. I am encountering difficulties with RapidMiner. The software tends to crash while processing data. I have already tried restarting my laptop, updating my drivers, and verifying my settings, yet the issue remains unresolved. I suspect it might be because of inadequate resources or a software error. Kindly assist me in addressing and fixing this problem.",technical_support,it_support,0.3996,low,medium,0.5022,False,False,low_confidence,low_confidence
hf-tobi-003409,hf-tobi-003409,"Query Regarding Details of a Scalable SaaS Project Management Platform

Is it possible to get comprehensive details and integration guidelines for a scalable Software-as-a-Service (SaaS) project management platform? I would greatly appreciate any information on the available features and APIs for integration.",technical_support,customer_service,0.1748,high,high,0.5789,False,True,low_confidence,low_confidence
hf-tobi-011697,hf-tobi-011697,"Alert: Unauthorized Access to Medical Records Noted, Potentially Phishing Event

Detected unauthorized access to medical records, likely from a phishing attempt. Enhanced password policies have been implemented and a review of access logs is underway to secure the system and prevent future occurrences.",returns_and_exchanges,human_resources,0.1942,medium,low,0.3349,False,False,low_confidence,low_confidence
hf-tobi-009997,hf-tobi-009997,"Improvement in Data Analytics Tools

Hello Customer Support, I am writing to request enhancements in data analytics tools that can integrate and optimize investment strategies across various platforms and products. Currently, the system provides valuable insights, but I believe with improvements, it could become even more effective. I would like to see detailed reports and real-time updates to help inform investment decisions. Additionally, the ability to compare data across different platforms and products would be very beneficial. I think this would be a great opportunity.",customer_service,sales_and_pre_sales,0.2714,low,medium,0.4227,False,False,low_confidence,low_confidence
hf-tobi-022568,hf-tobi-022568,"Request for Support Regarding Investment Predictions

I am contacting you to address an issue with the investment predictions that have diverged from my expectations. This could be due to outdated data or potential errors in the models. I have already checked the data sources and re-ran the analytics, yet the problem remains unresolved. I would greatly appreciate your help in addressing this situation.",product_support,returns_and_exchanges,0.3773,medium,medium,0.4331,False,True,low_confidence,low_confidence
hf-tobi-024019,hf-tobi-024019,"Problem with Team Meeting Schedule Arrangement Today

There is an internal scheduling conflict because of inadequate management.",human_resources,human_resources,0.3599,low,medium,0.4095,True,False,low_confidence,low_confidence
hf-tobi-025934,hf-tobi-025934,"Issues with Inkscape Design Files

Dear Customer Support,<br><br>I am reaching out to address an issue with my Inkscape design files. They have become corrupted due to an outdated plugin compatibility problem. Although I have attempted to update Inkscape and restart my system, the problem continues to persist. I have also confirmed the file integrity, but no resolution has been found.<br><br>The corrupted files are essential for my ongoing project, and I urgently require assistance to either recover them or resolve the issue. Your guidance or support would be greatly appreciated.<br><br>To date, I have tried the following steps:<br>- Updated Inkscape to the latest version<br>- Restarted my system to ensure the update is effective<br>- Verified the integrity of the affected files<br><br>Despite these efforts, the issue remains unresolved. I am confident that your expertise can help resolve this challenge. If you need further information, please let me know.<br><br>I look forward to your response and your assistance in overcoming this issue.<br><br>Sincerely,<br>[Your Name]",product_support,product_support,0.2156,medium,low,0.4776,True,False,low_confidence,low_confidence
hf-tobi-022157,hf-tobi-022157,"Campaign Analytics Problem

Respected Customer Support Team, I am contacting you to report a glitch with our campaign analytics tool. The issue arose following recent software modifications. Even after restarting the system and updating the plugins, the problem has not been resolved. The dashboard is unable to present correct campaign data, which is preventing us from making strategic choices. I've attempted to resolve the issue by verifying for plugin conflicts and ensuring all software is updated. Nevertheless, the issue persists. I would be very grateful if you could examine this situation and offer a solution promptly. Kindly inform me if you need any further details from me. Thanks for your help. Best regards, [Your Name]",customer_service,technical_support,0.3429,medium,medium,0.5269,False,True,low_confidence,low_confidence
hf-tobi-025998,hf-tobi-025998,"Enhancing Security Protocols for Medical Data

To Customer Support, I am contacting you to emphasize the significance of strengthening encryption measures to protect sensitive medical data and hospital IT networks. In light of growing cyber threats and data breaches, it is imperative that we adopt proactive strategies to safeguard patient information and avert unauthorized access. Advanced encryption methods, such as end-to-end encryption and secure sockets layer (SSL) encryption, will not only preserve the confidentiality and integrity of the data but also mitigate financial and reputational risks. Please evaluate the feasibility of incorporating these techniques. Furthermore, I suggest regular security assessments and penetration tests to pinpoint and rectify vulnerabilities. By enhancing the security of medical data and hospital IT systems, we can maintain patient and stakeholder trust. I await your response. Thank you for your attention. Sincerely, [Your Name]",product_support,customer_service,0.1834,medium,medium,0.4667,False,True,low_confidence,low_confidence
hf-tobi-013161,hf-tobi-013161,Is it possible to receive comprehensive guidance on optimizing investments using the existing tools in RapidMiner? Your support would greatly assist me with this matter.,product_support,billing_and_payments,0.2363,medium,high,0.3856,False,False,low_confidence,low_confidence
hf-tobi-014072,hf-tobi-014072,"Unapproved Entry into Medical Data Platforms

There have been unapproved access attempts on the medical data systems.",customer_service,product_support,0.2439,medium,medium,0.4632,False,True,low_confidence,low_confidence
hf-tobi-005017,hf-tobi-005017,"Marketing Firm Underperformed

The digital marketing strategies employed by the agency did not succeed in enhancing brand expansion, potentially due to poor targeting. Despite modifying campaigns, the outcomes remained unchanged. Assistance is needed to address this problem and identify a new approach.",customer_service,product_support,0.202,low,medium,0.3999,False,False,low_confidence,low_confidence
hf-tobi-002870,hf-tobi-002870,"SaaS Payment Plans and Billing Choices

Can you provide comprehensive details on the billing options and payment plans available for the scalable SaaS project management platform?",billing_and_payments,billing_and_payments,0.9106,high,medium,0.5187,True,False,possible_label_noise,possible_label_noise
hf-tobi-011606,hf-tobi-011606,"Concern with Data Analytics

An issue has emerged with data analytics that is affecting investment optimization. This may be linked to recent software updates or system integration problems. Despite attempting troubleshooting by reinstalling and reconfiguring the system, data discrepancies still persist.",returns_and_exchanges,returns_and_exchanges,0.2039,low,high,0.4778,True,False,low_confidence,low_confidence
hf-tobi-003800,hf-tobi-003800,"Security Concern in Healthcare System

Reporting to the healthcare provider that there have been unauthorized access attempts aimed at the medical data within the hospital's systems. These attempts could be linked to outdated security patches in MongoDB 4.4 and Apache Hadoop 3.2.1. Initial measures taken to resolve the issue included applying necessary patches, updating configurations in Zoho CRM and Firebase, and monitoring network activity through Hub tools. We are treating this matter with utmost seriousness and are working diligently to prevent any future breaches. Please keep us informed of any updates on the progress.",it_support,technical_support,0.2345,low,low,0.489,False,True,low_confidence,low_confidence
hf-tobi-013729,hf-tobi-013729,"Problem with Several Subscriptions

Noted unexpected charges on the billing statement. This might be due to overlapping subscriptions. Already reviewed billing statements and contacted the payment processor for further clarification. Would greatly appreciate if you could look into this and provide a resolution as soon as possible.",billing_and_payments,billing_and_payments,0.9025,high,medium,0.4525,True,False,possible_label_noise,possible_label_noise
hf-tobi-015586,hf-tobi-015586,"Enhancement of Digital Strategy Initiatives

Notable underperformance in digital strategies is observed, which is affecting brand growth due to integration challenges.",product_support,product_support,0.4343,low,medium,0.3579,True,False,low_confidence,low_confidence
hf-tobi-009813,hf-tobi-009813,"Request for SaaS Project Management Access Assistance

Facing recurring access problems with the SaaS application. Please help resolve these issues. Could you provide the error message you're receiving, along with the steps you've taken so far? Additionally, to facilitate further investigation, please share your account information, including the account number and any other relevant details.",customer_service,customer_service,0.1997,medium,low,0.4062,True,False,low_confidence,low_confidence
hf-tobi-008506,hf-tobi-008506,Would you be able to offer comprehensive details on securing medical data with healthcare solutions? Thank you.,technical_support,sales_and_pre_sales,0.3057,high,medium,0.4563,False,False,low_confidence,low_confidence
hf-tobi-016811,hf-tobi-016811,"Billing Issue

An unexpected billing error has occurred, which may be related to an outdated payment method.",billing_and_payments,billing_and_payments,0.8889,low,high,0.404,True,False,priority_depends_on_metadata,priority_depends_on_metadata
hf-tobi-027684,hf-tobi-027684,"Problem with Data Analytics Dashboard Noted

Hello Support Team, I am contacting you to report an unexpected freeze on our data analytics dashboard. We are uncertain of the cause and have attempted to restart the PostgreSQL server and check disk usage, but the issue remains unresolved. The dashboard is essential to our operations, so we require it to function correctly at the earliest. Could you please investigate and offer a solution or guidance on how to fix this? Your help in addressing this matter would be greatly appreciated. Thanks for your assistance.",it_support,technical_support,0.4034,high,medium,0.5598,False,False,low_confidence,low_confidence
hf-tobi-003971,hf-tobi-003971,A healthcare provider faced delays in accessing data across several systems.,product_support,human_resources,0.2213,low,low,0.4599,False,True,low_confidence,low_confidence
hf-tobi-024304,hf-tobi-024304,"Found Discrepancy in Campaign Analytics

Observation: Campaign analytics did not match. Suspected cause: Integration problems. Actions taken: Rebooted and reconnected the existing tools.",customer_service,product_support,0.5044,medium,medium,0.6147,False,True,ambiguous_text,ambiguous_text
hf-tobi-011724,hf-tobi-011724,"Request for Integration of Additional Tools to Boost Project Management Efficiency

Customer Support, you have received a request to integrate additional third-party tools for project management SaaS. The customer specifically wishes to include Babbel, Google Translate, and Adobe Premiere Pro as these tools would significantly improve workflow productivity. Babbel will help the team enhance their language skills, Google Translate will aid in communicating with international clients, and Adobe Premiere Pro will enable the creation of high-quality content.",customer_service,sales_and_pre_sales,0.2204,low,low,0.3424,False,True,low_confidence,low_confidence
hf-tobi-012811,hf-tobi-012811,"Recent Performance Issues with JIRA Software Tools

Updates to the tools have been slower recently.",technical_support,it_support,0.2462,low,low,0.42,False,True,low_confidence,low_confidence
hf-tobi-018592,hf-tobi-018592,"Unexpected Collapse of Data Analysis System Today

Hello Support Team, <br>I hope this message finds you well. I am contacting you to report a sudden malfunction of the data analysis tool. The program unexpectedly stopped working, and I could not recover any data. I think this might be related to a recent change in the Node.js version, as my laptop was restarted and the sensor connections were checked, but the problem remains. I am eager for you to investigate and find a resolution. Kindly inform me if you require further details. Thanks for your prompt attention to this matter.",it_support,technical_support,0.263,high,medium,0.3844,False,False,low_confidence,low_confidence
hf-tobi-016989,hf-tobi-016989,"Best Practices for Securing Medical Data on macOS

Hello Customer Support, I am writing to seek advice on securing medical data on my macOS device. As a healthcare practitioner, I am aware of the critical importance of maintaining the privacy of patient information. Could you please share with me the most effective security measures to safeguard the confidentiality, integrity, and availability of such data? Additionally, do you have any recommended security protocols or software that I should use? I would be grateful if you could also recommend any relevant resources. I would appreciate a call from you at a convenient time for further discussion. Best regards, [Your Name]",product_support,service_outages_and_maintenance,0.201,medium,high,0.4363,False,False,low_confidence,low_confidence
hf-tobi-019601,hf-tobi-019601,"Assistance Needed for Encryption Error

The encryption of medical data is not functioning correctly after an incompatible software update. Despite restarting the servers and reviewing the configurations, the problem continues. Could you please intervene and resolve this matter urgently?",billing_and_payments,service_outages_and_maintenance,0.2009,medium,high,0.571,False,False,low_confidence,low_confidence
hf-tobi-025598,hf-tobi-025598,"Request for End-to-End Encryption of Medical Data

Dear Customer Support, I am contacting you to request the application of end-to-end encryption for medical data across all linked devices and software applications. This is vital for safeguarding sensitive patient information and ensuring its confidentiality. We believe this feature is necessary for upholding trust and adhering to regulatory standards. We would be grateful if you could investigate this matter and provide a solution at your earliest convenience. Thank you for your attention to this critical issue.",product_support,general_inquiry,0.1779,low,low,0.5646,False,True,low_confidence,low_confidence
hf-tobi-001955,hf-tobi-001955,"Support Inquiry Regarding Digital Strategies for Brand Expansion

Customer Support, I am reaching out to inquire about the digital strategies and marketing agency services you offer to enhance brand growth. Could you please provide detailed information on how your agency can assist businesses in expanding their online presence and boosting brand recognition? I am particularly interested in understanding the types of services available, such as social media management, content creation, and search engine optimization. Additionally, I would appreciate details about the costs and duration of these services. Thank you for your assistance.",returns_and_exchanges,sales_and_pre_sales,0.3514,high,medium,0.5087,False,False,low_confidence,low_confidence
hf-tobi-012963,hf-tobi-012963,"Assistance Required for Data Breach in Healthcare Systems

Our healthcare systems have experienced a data breach that might have exposed medical information due to unaddressed vulnerabilities in software applications. This could be a result of unpatched software issues.",technical_support,technical_support,0.2884,low,high,0.6169,True,False,low_confidence,low_confidence
